PersonID,CommentID
me1190845,C0002535
me1190846,C0002536
me1190847,C0002537
me1190848,C0002538
me1190849,C0002539
me1190850,C0002540
me1190851,C0002541
me1190853,C0002542
me1190854,C0002543
me1190855,C0002544
me1190856,C0002545
me1190861,C0002546
me1190969,C0002547
me1191058,C0002548
me1191071,C0002549
me1199010,C0002550
me1199011,C0002551
me1199167,C0002552
me1200898,C0002553
me1200899,C0002554
me1200900,C0002555
me1200901,C0002556
me1200902,C0002557
me1200903,C0002558
me1200904,C0002559
me1200905,C0002560
me1200906,C0002561
me1200907,C0002562
me1200908,C0002563
me1200909,C0002564
me1200910,C0002565
me1200911,C0002566
me1200912,C0002567
me1200913,C0002568
me1200914,C0002569
me1200915,C0002570
me1200916,C0002571
me1200918,C0002572
me1200919,C0002573
me1200920,C0002574
me1200921,C0002575
me1200922,C0002576
me1200923,C0002577
me1200924,C0002578
me1200925,C0002579
me1200926,C0002580
me1200927,C0002581
me1200928,C0002582
me1200929,C0002583
me1200930,C0002584
me1200931,C0002585
me1200932,C0002586
me1200933,C0002587
me1200934,C0002588
me1200935,C0002589
me1200936,C0002590
me1200937,C0002591
me1200938,C0002592
me1200939,C0002593
me1200940,C0002594
me1200941,C0002595
me1200942,C0002596
me1200943,C0002597
me1200944,C0002598
me1200945,C0002599
me1200946,C0002600
me1200947,C0002601
me1200948,C0002602
me1200949,C0002603
me1200950,C0002604
me1200951,C0002605
me1200952,C0002606
me1200953,C0002607
me1200955,C0002608
me1200956,C0002609
me1200957,C0002610
me1200958,C0002611
me1200959,C0002612
me1200960,C0002613
me1200961,C0002614
me1200962,C0002615
me1200963,C0002616
me1200964,C0002617
me1200965,C0002618
me1200966,C0002619
me1200967,C0002620
me1200968,C0002621
me1200969,C0002622
me1200970,C0002623
me1200971,C0002624
me1200973,C0002625
me1200974,C0002626
me1200975,C0002627
me1200976,C0002628
me1200977,C0002629
me1200978,C0002630
me1200979,C0002631
me1200980,C0002632
me1200981,C0002633
me1200982,C0002634
me1200983,C0002635
me1200984,C0002636
me1200985,C0002637
me1200987,C0002638
me1200988,C0002639
me1200989,C0002640
me1201056,C0002641
me1201195,C0002642
me1210001,C0002643
me1210271,C0002644
me1210272,C0002645
me1210273,C0002646
me1210274,C0002647
me1210275,C0002648
me1210276,C0002649
me1210277,C0002650
me1210278,C0002651
me1210279,C0002652
me1210280,C0002653
me1210281,C0002654
me1210282,C0002655
me1210283,C0002656
me1210284,C0002657
me1210285,C0002658
me1210287,C0002659
me1210288,C0002660
me1210289,C0002661
me1210967,C0002662
me1210968,C0002663
me1210970,C0002664
me1210971,C0002665
me1210972,C0002666
me1210973,C0002667
me1210976,C0002668
me1210979,C0002669
me1210981,C0002670
me1210982,C0002671
me1210983,C0002672
me1210985,C0002673
me1210986,C0002674
me1210987,C0002675
me1210988,C0002676
me1210989,C0002677
me1210990,C0002678
me1210991,C0002679
me1210992,C0002680
me1210993,C0002681
me1210994,C0002682
me1210995,C0002683
me1210996,C0002684
me1210997,C0002685
me1210998,C0002686
me1211000,C0002687
me1211001,C0002688
me1211002,C0002689
me1211003,C0002690
me1211005,C0002691
me1211006,C0002692
me1211007,C0002693
me1211008,C0002694
me1211009,C0002695
me1211011,C0002696
me1211012,C0002697
me1211013,C0002698
me1211014,C0002699
me1211015,C0002700
me1211016,C0002701
me1211017,C0002702
me1211018,C0002703
me1211019,C0002704
me1211020,C0002705
me1211021,C0002706
me1211022,C0002707
me1211023,C0002708
me1211024,C0002709
me1211025,C0002710
me1211026,C0002711
me1211027,C0002712
me1211028,C0002713
me1211029,C0002714
me1211030,C0002715
me1211031,C0002716
me1211032,C0002717
me1211033,C0002718
me1211034,C0002719
me1211035,C0002720
me1211036,C0002721
me1211037,C0002722
me1211038,C0002723
me1211039,C0002724
me1211040,C0002725
me1211041,C0002726
me1211062,C0002727
me1211216,C0002728
me1211217,C0002729
me1211220,C0002730
me2190858,C0002731
me2190859,C0002732
me2190860,C0002733
me2190862,C0002734
me2190863,C0002735
me2190865,C0002736
me2190866,C0002737
me2190867,C0002738
me2190868,C0002739
me2190869,C0002740
me2190870,C0002741
me2190871,C0002742
me2190872,C0002743
me2190873,C0002744
me2190875,C0002745
me2190876,C0002746
me2190878,C0002747
me2190879,C0002748
me2190880,C0002749
me2190881,C0002750
me2190885,C0002751
me2190886,C0002752
me2190887,C0002753
me2190888,C0002754
me2190889,C0002755
me2190890,C0002756
me2190893,C0002757
me2190894,C0002758
me2190895,C0002759
me2190896,C0002760
me2190897,C0002761
me2190898,C0002762
me2190900,C0002763
me2190901,C0002764
me2190902,C0002765
me2190903,C0002766
me2190904,C0002767
me2190905,C0002768
me2190906,C0002769
me2190907,C0002770
me2190908,C0002771
me2190909,C0002772
me2190910,C0002773
me2190911,C0002774
me2190912,C0002775
me2190913,C0002776
me2190915,C0002777
me2190916,C0002778
me2190917,C0002779
me2190918,C0002780
me2190919,C0002781
me2190921,C0002782
me2190922,C0002783
me2190924,C0002784
me2190925,C0002785
me2190927,C0002786
me2190928,C0002787
me2190929,C0002788
me2190930,C0002789
me2190931,C0002790
me2190932,C0002791
me2190933,C0002792
me2190934,C0002793
me2190935,C0002794
me2190936,C0002795
me2190937,C0002796
me2190938,C0002797
me2190939,C0002798
me2190940,C0002799
me2190942,C0002800
me2190943,C0002801
me2191078,C0002802
me2191079,C0002803
me2191080,C0002804
me2191081,C0002805
me2200990,C0002806
me2200991,C0002807
me2200992,C0002808
me2200993,C0002809
me2200994,C0002810
me2200995,C0002811
me2200996,C0002812
me2200997,C0002813
me2200998,C0002814
me2200999,C0002815
me2201000,C0002816
me2201001,C0002817
me2201003,C0002818
me2201004,C0002819
me2201005,C0002820
me2201006,C0002821
me2201007,C0002822
me2201008,C0002823
me2201009,C0002824
me2201010,C0002825
me2201011,C0002826
me2201012,C0002827
me2201014,C0002828
me2201016,C0002829
me2201017,C0002830
me2201018,C0002831
me2201019,C0002832
me2201020,C0002833
me2201022,C0002834
me2201023,C0002835
me2201024,C0002836
me2201025,C0002837
me2201026,C0002838
me2201027,C0002839
me2201028,C0002840
me2201029,C0002841
me2201030,C0002842
me2201031,C0002843
me2201032,C0002844
me2201033,C0002845
me2201034,C0002846
me2201035,C0002847
me2201036,C0002848
me2201037,C0002849
me2201038,C0002850
me2201039,C0002851
me2201040,C0002852
me2201041,C0002853
me2201042,C0002854
me2201043,C0002855
me2201044,C0002856
me2201045,C0002857
me2201046,C0002858
me2201047,C0002859
me2201048,C0002860
me2201049,C0002861
me2201050,C0002862
me2201051,C0002863
me2201052,C0002864
me2201053,C0002865
me2201054,C0002866
me2201055,C0002867
me2201057,C0002868
me2201058,C0002869
me2201059,C0002870
me2201060,C0002871
me2201061,C0002872
me2201062,C0002873
me2201063,C0002874
me2201064,C0002875
me2201065,C0002876
me2201066,C0002877
me2201067,C0002878
me2201068,C0002879
me2201069,C0002880
me2201070,C0002881
me2201071,C0002882
me2201072,C0002883
me2201073,C0002884
me2201074,C0002885
me2201075,C0002886
me2201196,C0002887
me2201197,C0002888
me2210290,C0002889
me2210291,C0002890
me2210292,C0002891
me2210293,C0002892
me2210294,C0002893
me2210295,C0002894
me2210296,C0002895
me2210297,C0002896
me2210298,C0002897
me2210299,C0002898
me2210300,C0002899
me2211042,C0002900
me2211043,C0002901
me2211044,C0002902
me2211047,C0002903
me2211048,C0002904
me2211050,C0002905
me2211053,C0002906
me2211054,C0002907
me2211055,C0002908
me2211056,C0002909
me2211057,C0002910
me2211058,C0002911
me2211059,C0002912
me2211060,C0002913
me2211061,C0002914
me2211063,C0002915
me2211064,C0002916
me2211065,C0002917
me2211066,C0002918
me2211067,C0002919
me2211068,C0002920
me2211069,C0002921
me2211070,C0002922
me2211071,C0002923
me2211073,C0002924
me2211074,C0002925
me2211075,C0002926
me2211076,C0002927
me2211077,C0002928
me2211078,C0002929
me2211079,C0002930
me2211080,C0002931
me2211081,C0002932
me2211082,C0002933
me2211083,C0002934
me2211084,C0002935
me2211085,C0002936
me2211087,C0002937
me2211088,C0002938
me2211089,C0002939
me2211090,C0002940
me2211091,C0002941
me2211092,C0002942
me2211093,C0002943
me2211094,C0002944
me2211095,C0002945
me2211096,C0002946
me2211097,C0002947
me2211098,C0002948
me2211099,C0002949
me2211100,C0002950
me2211101,C0002951
me2211102,C0002952
me2211103,C0002953
me2211104,C0002954
me2211105,C0002955
me2211106,C0002956
me2211107,C0002957
me2211109,C0002958
me2211110,C0002959
me2211111,C0002960
me2211112,C0002961
me2211113,C0002962
me2211114,C0002963
me2211115,C0002964
me2211116,C0002965
me2211117,C0002966
me2211118,C0002967
me2211208,C0002968
me2211215,C0002969
me2211223,C0002970
ms1200737,C0002971
ms1200738,C0002972
ms1200739,C0002973
ms1200740,C0002974
ms1200741,C0002975
ms1200742,C0002976
ms1200743,C0002977
ms1200745,C0002978
ms1200746,C0002979
ms1200747,C0002980
ms1200748,C0002981
ms1200749,C0002982
ms1200750,C0002983
ms1200751,C0002984
ms1200752,C0002985
ms1200753,C0002986
ms1200754,C0002987
ms1200755,C0002988
ms1200756,C0002989
ms1200757,C0002990
ms1200758,C0002991
ms1200759,C0002992
ms1200760,C0002993
ms1200761,C0002994
ms1200762,C0002995
ms1200763,C0002996
ms1200764,C0002997
ms1200765,C0002998
ms1200766,C0002999
ms1200767,C0003000
ms1200768,C0003001
ms1200769,C0003002
ms1200770,C0003003
ms1200772,C0003004
ms1200773,C0003005
ms1200774,C0003006
ms1200775,C0003007
ms1210226,C0003008
ms1210849,C0003009
ms1210850,C0003010
ms1210851,C0003011
ms1210852,C0003012
ms1210853,C0003013
ms1210854,C0003014
ms1210855,C0003015
ms1210856,C0003016
ms1210857,C0003017
ms1210858,C0003018
ms1210859,C0003019
ms1210860,C0003020
ms1210861,C0003021
ms1210862,C0003022
ms1210863,C0003023
ms1210864,C0003024
ms1210865,C0003025
ms1210866,C0003026
ms1210867,C0003027
ms1210868,C0003028
ms1210869,C0003029
ms1210871,C0003030
ms1210872,C0003031
ms1210873,C0003032
ms1210874,C0003033
ms1210875,C0003034
ms1210876,C0003035
ms1210877,C0003036
ms1210878,C0003037
ms1210879,C0003038
ms1210880,C0003039
ms1210881,C0003040
ms1210882,C0003041
ms1210883,C0003042
ms1210884,C0003043
ms1210885,C0003044
ms1210886,C0003045
ms1211221,C0003046
mt1190068,C0003047
mt1190075,C0003048
mt1190079,C0003049
mt1190262,C0003050
mt1190285,C0003051
mt1190463,C0003052
mt1190512,C0003053
mt1190556,C0003054
mt1190652,C0003055
mt1190658,C0003056
mt1190668,C0003057
mt1190669,C0003058
mt1190670,C0003059
mt1190672,C0003060
mt1190674,C0003061
mt1190675,C0003062
mt1190676,C0003063
mt1190677,C0003064
mt1190678,C0003065
mt1190679,C0003066
mt1190680,C0003067
mt1190681,C0003068
mt1190682,C0003069
mt1190683,C0003070
mt1190684,C0003071
mt1190685,C0003072
mt1190686,C0003073
mt1190687,C0003074
mt1190688,C0003075
mt1190689,C0003076
mt1190690,C0003077
mt1190691,C0003078
mt1190692,C0003079
mt1190693,C0003080
mt1190694,C0003081
mt1190695,C0003082
mt1190696,C0003083
mt1190697,C0003084
mt1190698,C0003085
mt1190700,C0003086
mt1190701,C0003087
mt1190702,C0003088
mt1190703,C0003089
mt1190704,C0003090
mt1190705,C0003091
mt1190706,C0003092
mt1190707,C0003093
mt1190708,C0003094
mt1190709,C0003095
mt1190710,C0003096
mt1190711,C0003097
mt1190712,C0003098
mt1190713,C0003099
mt1190714,C0003100
mt1190715,C0003101
mt1190716,C0003102
mt1190717,C0003103
mt1190718,C0003104
mt1190719,C0003105
mt1190720,C0003106
mt1190721,C0003107
mt1190723,C0003108
mt1190724,C0003109
mt1190725,C0003110
mt1190726,C0003111
mt1190727,C0003112
mt1190728,C0003113
mt1190729,C0003114
mt1190730,C0003115
mt1190731,C0003116
mt1190732,C0003117
mt1190733,C0003118
mt1190734,C0003119
mt1190735,C0003120
mt1190736,C0003121
mt1190759,C0003122
mt1190762,C0003123
mt1190764,C0003124
mt1190765,C0003125
mt1190961,C0003126
mt1200128,C0003127
mt1200143,C0003128
mt1200465,C0003129
mt1200619,C0003130
mt1200656,C0003131
mt1200776,C0003132
mt1200777,C0003133
mt1200778,C0003134
mt1200779,C0003135
mt1200780,C0003136
mt1200781,C0003137
mt1200782,C0003138
mt1200783,C0003139
mt1200784,C0003140
mt1200785,C0003141
mt1200786,C0003142
mt1200787,C0003143
mt1200788,C0003144
mt1200789,C0003145
mt1200790,C0003146
mt1200791,C0003147
mt1200792,C0003148
mt1200793,C0003149
mt1200794,C0003150
mt1200795,C0003151
mt1200796,C0003152
mt1200797,C0003153
mt1200798,C0003154
mt1200799,C0003155
mt1200800,C0003156
mt1200801,C0003157
mt1200802,C0003158
mt1200803,C0003159
mt1200804,C0003160
mt1200805,C0003161
mt1200806,C0003162
mt1200807,C0003163
mt1200808,C0003164
mt1200809,C0003165
mt1200810,C0003166
mt1200811,C0003167
mt1200812,C0003168
mt1200813,C0003169
mt1200814,C0003170
mt1200815,C0003171
mt1200816,C0003172
mt1200817,C0003173
mt1200818,C0003174
mt1200819,C0003175
mt1200820,C0003176
mt1200821,C0003177
mt1200822,C0003178
mt1200823,C0003179
mt1200824,C0003180
mt1200825,C0003181
mt1200826,C0003182
mt1200827,C0003183
mt1200828,C0003184
mt1200829,C0003185
mt1200830,C0003186
mt1200831,C0003187
mt1200832,C0003188
mt1200833,C0003189
mt1200834,C0003190
mt1200835,C0003191
mt1200836,C0003192
mt1200838,C0003193
mt1200839,C0003194
mt1200841,C0003195
mt1200842,C0003196
mt1200843,C0003197
mt1200844,C0003198
mt1200845,C0003199
mt1200846,C0003200
mt1200847,C0003201
mt1200848,C0003202
mt1200849,C0003203
mt1200850,C0003204
mt1200851,C0003205
mt1200852,C0003206
mt1200853,C0003207
mt1200854,C0003208
mt1200855,C0003209
mt1200856,C0003210
mt1200857,C0003211
mt1200858,C0003212
mt1200859,C0003213
mt1200860,C0003214
mt1200861,C0003215
mt1200862,C0003216
mt1200863,C0003217
mt1200864,C0003218
mt1200868,C0003219
mt1200887,C0003220
mt1210143,C0003221
mt1210227,C0003222
mt1210228,C0003223
mt1210230,C0003224
mt1210231,C0003225
mt1210232,C0003226
mt1210233,C0003227
mt1210234,C0003228
mt1210235,C0003229
mt1210236,C0003230
mt1210237,C0003231
mt1210238,C0003232
mt1210239,C0003233
mt1210240,C0003234
mt1210241,C0003235
mt1210242,C0003236
mt1210244,C0003237
mt1210245,C0003238
mt1210246,C0003239
mt1210247,C0003240
mt1210248,C0003241
mt1210250,C0003242
mt1210251,C0003243
mt1210252,C0003244
mt1210253,C0003245
mt1210254,C0003246
mt1210255,C0003247
mt1210256,C0003248
mt1210257,C0003249
mt1210258,C0003250
mt1210259,C0003251
mt1210260,C0003252
mt1210261,C0003253
mt1210262,C0003254
mt1210263,C0003255
mt1210264,C0003256
mt1210286,C0003257
mt1210434,C0003258
mt1210623,C0003259
mt1210637,C0003260
mt1210678,C0003261
mt1210697,C0003262
mt1210700,C0003263
mt1210702,C0003264
mt1210703,C0003265
mt1210740,C0003266
mt1210822,C0003267
mt1210887,C0003268
mt1210888,C0003269
mt1210889,C0003270
mt1210890,C0003271
mt1210892,C0003272
mt1210893,C0003273
mt1210894,C0003274
mt1210895,C0003275
mt1210896,C0003276
mt1210897,C0003277
mt1210898,C0003278
mt1210899,C0003279
mt1210900,C0003280
mt1210901,C0003281
mt1210902,C0003282
mt1210903,C0003283
mt1210904,C0003284
mt1210905,C0003285
mt1210906,C0003286
mt1210907,C0003287
mt1210908,C0003288
mt1210909,C0003289
mt1210910,C0003290
mt1210911,C0003291
mt1210912,C0003292
mt1210913,C0003293
mt1210916,C0003294
mt1210918,C0003295
mt1210919,C0003296
mt1210920,C0003297
mt1210921,C0003298
mt1210922,C0003299
mt1210923,C0003300
mt1210924,C0003301
mt1210925,C0003302
mt1210926,C0003303
mt1210927,C0003304
mt1210928,C0003305
mt1210929,C0003306
mt1210930,C0003307
mt1210931,C0003308
mt1210932,C0003309
mt1210933,C0003310
mt1210934,C0003311
mt1210935,C0003312
mt1210936,C0003313
mt1210937,C0003314
mt1210938,C0003315
mt6190493,C0003316
mt6190628,C0003317
mt6190631,C0003318
mt6190737,C0003319
mt6190738,C0003320
mt6190739,C0003321
mt6190740,C0003322
mt6190741,C0003323
mt6190742,C0003324
mt6190743,C0003325
mt6190744,C0003326
mt6190745,C0003327
mt6190746,C0003328
mt6190747,C0003329
mt6190748,C0003330
mt6190749,C0003331
mt6190751,C0003332
mt6190752,C0003333
mt6190753,C0003334
mt6190754,C0003335
mt6190755,C0003336
mt6190756,C0003337
mt6190757,C0003338
mt6190758,C0003339
mt6190760,C0003340
mt6190761,C0003341
mt6190763,C0003342
mt6190766,C0003343
mt6190767,C0003344
mt6190824,C0003345
mt6190837,C0003346
mt6190838,C0003347
mt6190997,C0003348
mt6200159,C0003349
mt6200234,C0003350
mt6200307,C0003351
mt6200571,C0003352
mt6200581,C0003353
mt6200618,C0003354
mt6200865,C0003355
mt6200866,C0003356
mt6200867,C0003357
mt6200870,C0003358
mt6200871,C0003359
mt6200872,C0003360
mt6200873,C0003361
mt6200874,C0003362
mt6200875,C0003363
mt6200876,C0003364
mt6200877,C0003365
mt6200879,C0003366
mt6200880,C0003367
mt6200881,C0003368
mt6200882,C0003369
mt6200883,C0003370
mt6200884,C0003371
mt6200885,C0003372
mt6200886,C0003373
mt6200888,C0003374
mt6200889,C0003375
mt6200890,C0003376
mt6200892,C0003377
mt6200893,C0003378
mt6200894,C0003379
mt6200895,C0003380
mt6200896,C0003381
mt6200897,C0003382
mt6200986,C0003383
mt6210265,C0003384
mt6210266,C0003385
mt6210267,C0003386
mt6210268,C0003387
mt6210269,C0003388
mt6210270,C0003389
mt6210814,C0003390
mt6210939,C0003391
mt6210940,C0003392
mt6210941,C0003393
mt6210942,C0003394
mt6210943,C0003395
mt6210944,C0003396
mt6210945,C0003397
mt6210946,C0003398
mt6210947,C0003399
mt6210949,C0003400
mt6210950,C0003401
mt6210951,C0003402
mt6210952,C0003403
mt6210953,C0003404
mt6210954,C0003405
mt6210955,C0003406
mt6210956,C0003407
mt6210957,C0003408
mt6210958,C0003409
mt6210959,C0003410
mt6210960,C0003411
mt6210961,C0003412
mt6210963,C0003413
mt6210964,C0003414
mt6210965,C0003415
mt6210966,C0003416
mt6211051,C0003417
ph1190082,C0003418
ph1190211,C0003419
ph1190608,C0003420
ph1190609,C0003421
ph1190610,C0003422
ph1190612,C0003423
ph1190613,C0003424
ph1190614,C0003425
ph1190615,C0003426
ph1190616,C0003427
ph1190618,C0003428
ph1190619,C0003429
ph1190620,C0003430
ph1190621,C0003431
ph1190623,C0003432
ph1190625,C0003433
ph1190626,C0003434
ph1190627,C0003435
ph1190629,C0003436
ph1190630,C0003437
ph1190632,C0003438
ph1190633,C0003439
ph1190634,C0003440
ph1190636,C0003441
ph1190637,C0003442
ph1190638,C0003443
ph1190639,C0003444
ph1190640,C0003445
ph1190641,C0003446
ph1190642,C0003447
ph1190643,C0003448
ph1190644,C0003449
ph1190645,C0003450
ph1190646,C0003451
ph1190647,C0003452
ph1190648,C0003453
ph1190649,C0003454
ph1190650,C0003455
ph1190651,C0003456
ph1190653,C0003457
ph1190654,C0003458
ph1190655,C0003459
ph1190656,C0003460
ph1190659,C0003461
ph1190660,C0003462
ph1190662,C0003463
ph1190663,C0003464
ph1190665,C0003465
ph1190666,C0003466
ph1190667,C0003467
ph1199009,C0003468
ph1199159,C0003469
ph1200675,C0003470
ph1200676,C0003471
ph1200677,C0003472
ph1200678,C0003473
ph1200679,C0003474
ph1200680,C0003475
ph1200681,C0003476
ph1200682,C0003477
ph1200683,C0003478
ph1200684,C0003479
ph1200685,C0003480
ph1200686,C0003481
ph1200687,C0003482
ph1200688,C0003483
ph1200689,C0003484
ph1200690,C0003485
ph1200691,C0003486
ph1200692,C0003487
ph1200693,C0003488
ph1200694,C0003489
ph1200695,C0003490
ph1200696,C0003491
ph1200697,C0003492
ph1200698,C0003493
ph1200699,C0003494
ph1200700,C0003495
ph1200701,C0003496
ph1200702,C0003497
ph1200703,C0003498
ph1200704,C0003499
ph1200705,C0003500
ph1200706,C0003501
ph1200707,C0003502
ph1200708,C0003503
ph1200709,C0003504
ph1200710,C0003505
ph1200711,C0003506
ph1200712,C0003507
ph1200713,C0003508
ph1200714,C0003509
ph1200715,C0003510
ph1200716,C0003511
ph1200717,C0003512
ph1200718,C0003513
ph1200719,C0003514
ph1200720,C0003515
ph1200721,C0003516
ph1200722,C0003517
ph1200723,C0003518
ph1200724,C0003519
ph1200725,C0003520
ph1200726,C0003521
ph1200727,C0003522
ph1200728,C0003523
ph1200729,C0003524
ph1200730,C0003525
ph1200731,C0003526
ph1200732,C0003527
ph1200733,C0003528
ph1200734,C0003529
ph1200735,C0003530
ph1200736,C0003531
ph1201194,C0003532
ph1210207,C0003533
ph1210208,C0003534
ph1210210,C0003535
ph1210212,C0003536
ph1210213,C0003537
ph1210214,C0003538
ph1210215,C0003539
ph1210216,C0003540
ph1210217,C0003541
ph1210218,C0003542
ph1210219,C0003543
ph1210220,C0003544
ph1210221,C0003545
ph1210222,C0003546
ph1210223,C0003547
ph1210224,C0003548
ph1210225,C0003549
ph1210807,C0003550
ph1210808,C0003551
ph1210810,C0003552
ph1210811,C0003553
ph1210812,C0003554
ph1210813,C0003555
ph1210815,C0003556
ph1210816,C0003557
ph1210817,C0003558
ph1210818,C0003559
ph1210819,C0003560
ph1210820,C0003561
ph1210821,C0003562
ph1210823,C0003563
ph1210824,C0003564
ph1210825,C0003565
ph1210826,C0003566
ph1210827,C0003567
ph1210828,C0003568
ph1210829,C0003569
ph1210830,C0003570
ph1210831,C0003571
ph1210832,C0003572
ph1210833,C0003573
ph1210834,C0003574
ph1210835,C0003575
ph1210836,C0003576
ph1210837,C0003577
ph1210838,C0003578
ph1210839,C0003579
ph1210840,C0003580
ph1210841,C0003581
ph1210842,C0003582
ph1210843,C0003583
ph1210844,C0003584
ph1210845,C0003585
ph1210846,C0003586
ph1210847,C0003587
ph1210848,C0003588
ph1211219,C0003589
tt1190946,C0003590
tt1190947,C0003591
tt1190948,C0003592
tt1190949,C0003593
tt1190950,C0003594
tt1190952,C0003595
tt1190953,C0003596
tt1190954,C0003597
tt1190955,C0003598
tt1190956,C0003599
tt1190957,C0003600
tt1190959,C0003601
tt1190962,C0003602
tt1190963,C0003603
tt1190965,C0003604
tt1190966,C0003605
tt1190968,C0003606
tt1190970,C0003607
tt1190971,C0003608
tt1190972,C0003609
tt1190973,C0003610
tt1190974,C0003611
tt1190975,C0003612
tt1190976,C0003613
tt1190977,C0003614
tt1190978,C0003615
tt1190979,C0003616
tt1190980,C0003617
tt1190981,C0003618
tt1190982,C0003619
tt1190983,C0003620
tt1190984,C0003621
tt1190985,C0003622
tt1190986,C0003623
tt1190988,C0003624
tt1190989,C0003625
tt1190990,C0003626
tt1190991,C0003627
tt1190992,C0003628
tt1190993,C0003629
tt1190994,C0003630
tt1190995,C0003631
tt1190996,C0003632
tt1190999,C0003633
tt1191000,C0003634
tt1191001,C0003635
tt1191002,C0003636
tt1191003,C0003637
tt1191004,C0003638
tt1191005,C0003639
tt1191006,C0003640
tt1191007,C0003641
tt1191008,C0003642
tt1191009,C0003643
tt1191010,C0003644
tt1191011,C0003645
tt1191013,C0003646
tt1191014,C0003647
tt1191019,C0003648
tt1191020,C0003649
tt1191021,C0003650
tt1191022,C0003651
tt1191023,C0003652
tt1191024,C0003653
tt1191025,C0003654
tt1191026,C0003655
tt1191027,C0003656
tt1191028,C0003657
tt1191029,C0003658
tt1191030,C0003659
tt1191031,C0003660
tt1191032,C0003661
tt1191033,C0003662
tt1191034,C0003663
tt1191036,C0003664
tt1191037,C0003665
tt1191038,C0003666
tt1191039,C0003667
tt1191040,C0003668
tt1191041,C0003669
tt1191043,C0003670
tt1191044,C0003671
tt1191045,C0003672
tt1191047,C0003673
tt1191048,C0003674
tt1191049,C0003675
tt1191050,C0003676
tt1191051,C0003677
tt1191053,C0003678
tt1191055,C0003679
tt1191056,C0003680
tt1191059,C0003681
tt1191060,C0003682
tt1191061,C0003683
tt1191063,C0003684
tt1191067,C0003685
tt1191084,C0003686
tt1191085,C0003687
tt1191087,C0003688
tt1191088,C0003689
tt1191089,C0003690
tt1191090,C0003691
tt1191091,C0003692
tt1191092,C0003693
tt1191093,C0003694
tt1191094,C0003695
tt1201076,C0003696
tt1201077,C0003697
tt1201078,C0003698
tt1201079,C0003699
tt1201080,C0003700
tt1201081,C0003701
tt1201082,C0003702
tt1201083,C0003703
tt1201084,C0003704
tt1201085,C0003705
tt1201086,C0003706
tt1201087,C0003707
tt1201088,C0003708
tt1201089,C0003709
tt1201090,C0003710
tt1201091,C0003711
tt1201092,C0003712
tt1201093,C0003713
tt1201094,C0003714
tt1201095,C0003715
tt1201096,C0003716
tt1201097,C0003717
tt1201098,C0003718
tt1201099,C0003719
tt1201100,C0003720
tt1201101,C0003721
tt1201102,C0003722
tt1201103,C0003723
tt1201104,C0003724
tt1201105,C0003725
tt1201106,C0003726
tt1201107,C0003727
tt1201108,C0003728
tt1201109,C0003729
tt1201110,C0003730
tt1201111,C0003731
tt1201112,C0003732
tt1201113,C0003733
tt1201114,C0003734
tt1201115,C0003735
tt1201116,C0003736
tt1201117,C0003737
tt1201118,C0003738
tt1201119,C0003739
tt1201120,C0003740
tt1201121,C0003741
tt1201122,C0003742
tt1201123,C0003743
tt1201124,C0003744
tt1201125,C0003745
tt1201126,C0003746
tt1201127,C0003747
tt1201128,C0003748
tt1201129,C0003749
tt1201130,C0003750
tt1201131,C0003751
tt1201132,C0003752
tt1201133,C0003753
tt1201134,C0003754
tt1201135,C0003755
tt1201136,C0003756
tt1201137,C0003757
tt1201138,C0003758
tt1201139,C0003759
tt1201140,C0003760
tt1201141,C0003761
tt1201142,C0003762
tt1201143,C0003763
tt1201144,C0003764
tt1201145,C0003765
tt1201146,C0003766
tt1201147,C0003767
tt1201148,C0003768
tt1201149,C0003769
tt1201150,C0003770
tt1201151,C0003771
tt1201152,C0003772
tt1201153,C0003773
tt1201154,C0003774
tt1201155,C0003775
tt1201156,C0003776
tt1201157,C0003777
tt1201158,C0003778
tt1201159,C0003779
tt1201160,C0003780
tt1201161,C0003781
tt1201162,C0003782
tt1201163,C0003783
tt1201164,C0003784
tt1201165,C0003785
tt1201166,C0003786
tt1201167,C0003787
tt1201168,C0003788
tt1201169,C0003789
tt1201170,C0003790
tt1201171,C0003791
tt1201172,C0003792
tt1201173,C0003793
tt1201174,C0003794
tt1201175,C0003795
tt1201176,C0003796
tt1201177,C0003797
tt1201178,C0003798
tt1201179,C0003799
tt1201180,C0003800
tt1201181,C0003801
tt1201182,C0003802
tt1201183,C0003803
tt1201184,C0003804
tt1201185,C0003805
tt1201186,C0003806
tt1210301,C0003807
tt1210302,C0003808
tt1210303,C0003809
tt1210304,C0003810
tt1210305,C0003811
tt1210306,C0003812
tt1210307,C0003813
tt1210308,C0003814
tt1210309,C0003815
tt1211119,C0003816
tt1211120,C0003817
tt1211121,C0003818
tt1211122,C0003819
tt1211124,C0003820
tt1211125,C0003821
tt1211126,C0003822
tt1211127,C0003823
tt1211128,C0003824
tt1211129,C0003825
tt1211130,C0003826
tt1211131,C0003827
tt1211132,C0003828
tt1211133,C0003829
tt1211134,C0003830
tt1211135,C0003831
tt1211136,C0003832
tt1211137,C0003833
tt1211138,C0003834
tt1211139,C0003835
tt1211140,C0003836
tt1211141,C0003837
tt1211142,C0003838
tt1211143,C0003839
tt1211144,C0003840
tt1211145,C0003841
tt1211146,C0003842
tt1211147,C0003843
tt1211148,C0003844
tt1211149,C0003845
